"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
230,"1","ok_bottle","2025-10-27T15:12:59.253746Z",440,"/data/upload/2/c6fac93e-frame_0002.jpg",7.167,"2025-10-27T15:12:59.253746Z"
231,"1","ok_bottle","2025-10-27T15:13:06.785926Z",441,"/data/upload/2/d0b2247b-frame_0003.jpg",5.774,"2025-10-27T15:13:06.785926Z"
232,"1","ok_bottle","2025-10-27T15:13:36.318987Z",444,"/data/upload/2/967ae758-frame_0006.jpg",15.951999999999998,"2025-10-27T15:16:39.827779Z"
233,"1","ok_bottle","2025-10-27T15:13:42.585109Z",445,"/data/upload/2/e999ce84-frame_0007.jpg",11.256,"2025-10-27T15:16:44.868515Z"
234,"1","ok_bottle","2025-10-27T15:13:49.051031Z",446,"/data/upload/2/382930b3-frame_0008.jpg",4.038,"2025-10-27T15:13:49.051031Z"
235,"1","ok_bottle","2025-10-27T15:13:58.031053Z",449,"/data/upload/2/22cc3246-frame_0011.jpg",4.163,"2025-10-27T15:13:58.031053Z"
236,"1","ok_bottle","2025-10-27T15:14:05.082377Z",450,"/data/upload/2/f5fef94d-frame_0012.jpg",4.292,"2025-10-27T15:14:05.082377Z"
237,"1","ok_bottle","2025-10-27T15:14:18.257653Z",453,"/data/upload/2/ee2f6e7a-frame_0015.jpg",5.52,"2025-10-27T15:14:18.257653Z"
238,"1","ok_bottle","2025-10-27T15:14:24.465093Z",454,"/data/upload/2/da2e859a-frame_0016.jpg",3.778,"2025-10-27T15:14:24.465093Z"
239,"1","ok_bottle","2025-10-27T15:14:33.584868Z",455,"/data/upload/2/a9f21b12-frame_0017.jpg",6.713,"2025-10-27T15:14:33.584868Z"
240,"1","damaged_bottle","2025-10-27T15:14:47.893405Z",459,"/data/upload/2/b729e6ec-frame_0021.jpg",11.652000000000001,"2025-10-27T15:18:07.841432Z"
241,"1","damaged_bottle","2025-10-27T15:14:56.615203Z",460,"/data/upload/2/8e49cedf-frame_0022.jpg",9.238,"2025-10-27T15:18:13.622665Z"
243,"1","damaged_bottle","2025-10-27T15:18:25.469871Z",461,"/data/upload/2/abd30626-frame_0023.jpg",7.516,"2025-10-27T15:18:25.469871Z"
242,"1","ok_bottle","2025-10-27T15:15:13.763187Z",464,"/data/upload/2/64d98f29-frame_0026.jpg",6.459,"2025-10-27T15:15:13.763187Z"
246,"1","ok_bottle","2025-10-27T15:19:04.749423Z",465,"/data/upload/2/3e701fb5-frame_0027.jpg",4.09,"2025-10-27T15:19:04.749423Z"
244,"1","ok_bottle","2025-10-27T15:18:53.169998Z",468,"/data/upload/2/654865e5-frame_0030.jpg",5.1,"2025-10-27T15:18:53.169998Z"
245,"1","ok_bottle","2025-10-27T15:18:58.697081Z",469,"/data/upload/2/49aa01e8-frame_0031.jpg",3.883,"2025-10-27T15:18:58.697081Z"
247,"1","ok_bottle","2025-10-27T15:19:16.288112Z",470,"/data/upload/2/d9415e95-frame_0032.jpg",6.409,"2025-10-27T15:19:16.288112Z"
248,"1","ok_bottle","2025-10-27T15:19:31.061028Z",472,"/data/upload/2/2c4bbfdf-frame_0034.jpg",4.19,"2025-10-27T15:19:31.061028Z"
249,"1","ok_bottle","2025-10-27T15:19:36.206051Z",473,"/data/upload/2/f805d5f4-frame_0035.jpg",3.232,"2025-10-27T15:19:36.206051Z"
250,"1","ok_bottle","2025-10-27T15:19:42.429843Z",474,"/data/upload/2/d1887330-frame_0036.jpg",4.415,"2025-10-27T15:19:42.429843Z"
251,"1","ok_bottle","2025-10-27T15:20:00.034782Z",477,"/data/upload/2/2e74d37b-frame_0039.jpg",9.744,"2025-10-27T15:20:00.034782Z"
252,"1","ok_bottle","2025-10-27T15:20:56.499341Z",478,"/data/upload/2/e4ab4ad4-frame_0040.jpg",53.805,"2025-10-27T15:20:56.499341Z"
253,"1","ok_bottle","2025-10-27T15:21:04.411979Z",479,"/data/upload/2/ba9d4418-frame_0041.jpg",5.225,"2025-10-27T15:21:04.411979Z"
254,"1","ok_bottle","2025-10-27T15:21:19.047994Z",481,"/data/upload/2/c7a0098b-frame_0043.jpg",4.95,"2025-10-27T15:21:19.047994Z"
255,"1","ok_bottle","2025-10-27T15:21:24.884963Z",482,"/data/upload/2/f6895c6a-frame_0044.jpg",4.15,"2025-10-27T15:21:24.884963Z"
256,"1","ok_bottle","2025-10-27T15:21:32.247188Z",483,"/data/upload/2/acb7d528-frame_0045.jpg",3.867,"2025-10-27T15:21:32.247188Z"
257,"1","ok_bottle","2025-10-27T15:21:42.671385Z",486,"/data/upload/2/f6526cf1-frame_0048.jpg",4.62,"2025-10-27T15:21:42.671385Z"
258,"1","ok_bottle","2025-10-27T15:21:49.021610Z",487,"/data/upload/2/a1d9589f-frame_0049.jpg",3.538,"2025-10-27T15:21:49.021610Z"
259,"1","ok_bottle","2025-10-27T15:21:55.606081Z",488,"/data/upload/2/55946b92-frame_0050.jpg",4.406,"2025-10-27T15:21:55.606081Z"
260,"1","ok_bottle","2025-10-27T15:22:06.297183Z",490,"/data/upload/2/3ad96e21-frame_0052.jpg",3.662,"2025-10-27T15:22:06.297183Z"
261,"1","ok_bottle","2025-10-27T15:22:12.836945Z",491,"/data/upload/2/4431cbf1-frame_0053.jpg",3.652,"2025-10-27T15:22:12.836945Z"
262,"1","ok_bottle","2025-10-27T15:22:18.785817Z",492,"/data/upload/2/07d09a2e-frame_0054.jpg",3.944,"2025-10-27T15:22:18.785817Z"
263,"1","ok_bottle","2025-10-27T15:23:10.276062Z",495,"/data/upload/2/890f1e64-frame_0057.jpg",35.574,"2025-10-27T15:23:10.276062Z"
264,"1","ok_bottle","2025-10-27T15:23:16.914844Z",496,"/data/upload/2/e84d7a55-frame_0058.jpg",4.036,"2025-10-27T15:23:16.914844Z"
265,"1","ok_bottle","2025-10-27T15:23:23.763511Z",497,"/data/upload/2/cd6d32da-frame_0059.jpg",4.923,"2025-10-27T15:23:23.763511Z"
266,"1","ok_bottle","2025-10-27T15:23:36.609408Z",500,"/data/upload/2/c8800124-frame_0062.jpg",4.497,"2025-10-27T15:23:36.609408Z"
267,"1","ok_bottle","2025-10-27T15:23:42.121200Z",501,"/data/upload/2/da7955b8-frame_0063.jpg",3.452,"2025-10-27T15:23:42.121200Z"
268,"1","ok_bottle","2025-10-27T15:23:50.000726Z",502,"/data/upload/2/b0997c8a-frame_0064.jpg",4.45,"2025-10-27T15:23:50.000726Z"
269,"1","oldmark_bottle","2025-10-27T15:24:04.275851Z",504,"/data/upload/2/0b8ac0b3-frame_0066.jpg",9.117,"2025-10-27T15:24:04.275851Z"
270,"1","oldmark_bottle","2025-10-27T15:24:13.223267Z",505,"/data/upload/2/db55c1f1-frame_0067.jpg",5.463,"2025-10-27T15:24:13.223267Z"
271,"1","oldmark_bottle","2025-10-27T15:24:20.572889Z",506,"/data/upload/2/00cc45ef-frame_0068.jpg",4.197,"2025-10-27T15:24:20.572889Z"
272,"1","ok_bottle","2025-10-27T15:24:34.129926Z",509,"/data/upload/2/70f1ae7b-frame_0071.jpg",5.038,"2025-10-27T15:24:34.129926Z"
273,"1","ok_bottle","2025-10-27T15:24:41.936853Z",510,"/data/upload/2/1c1de46e-frame_0072.jpg",4.181,"2025-10-27T15:24:41.936853Z"
274,"1","ok_bottle","2025-10-27T15:24:55.276052Z",513,"/data/upload/2/6f5ad389-frame_0075.jpg",6.026,"2025-10-27T15:24:55.276052Z"
275,"1","ok_bottle","2025-10-27T15:25:02.501098Z",514,"/data/upload/2/81606ccf-frame_0076.jpg",4.36,"2025-10-27T15:25:02.501098Z"
276,"1","ok_bottle","2025-10-27T15:26:37.226973Z",515,"/data/upload/2/af46dd37-frame_0077.jpg",91.434,"2025-10-27T15:26:37.226973Z"
277,"1","ok_bottle","2025-10-27T15:26:45.555032Z",519,"/data/upload/2/46c4a709-frame_0081.jpg",4.18,"2025-10-27T15:26:45.555032Z"
278,"1","ok_bottle","2025-10-27T15:26:53.045779Z",520,"/data/upload/2/16fcd2c5-frame_0082.jpg",4.037,"2025-10-27T15:26:53.045779Z"
279,"1","ok_bottle","2025-10-27T15:27:01.157525Z",521,"/data/upload/2/2313f422-frame_0083.jpg",5.402,"2025-10-27T15:27:01.157525Z"
280,"1","ok_bottle","2025-10-27T15:27:11.436432Z",524,"/data/upload/2/18553832-frame_0086.jpg",3.582,"2025-10-27T15:27:11.436432Z"
281,"1","ok_bottle","2025-10-27T15:27:18.038032Z",525,"/data/upload/2/92ea544a-frame_0087.jpg",3.709,"2025-10-27T15:27:18.038032Z"
282,"1","ok_bottle","2025-10-27T15:27:25.547886Z",528,"/data/upload/2/07ca175e-frame_0090.jpg",3.595,"2025-10-27T15:27:25.547886Z"
283,"1","ok_bottle","2025-10-27T15:27:31.385947Z",529,"/data/upload/2/ec1410f2-frame_0091.jpg",3.581,"2025-10-27T15:27:31.385947Z"
284,"1","ok_bottle","2025-10-27T15:27:38.526957Z",530,"/data/upload/2/9d4ca801-frame_0092.jpg",3.866,"2025-10-27T15:27:38.526957Z"
285,"1","ok_bottle","2025-10-27T15:27:50.913748Z",533,"/data/upload/2/d35601e0-frame_0095.jpg",4.28,"2025-10-27T15:27:50.913748Z"
286,"1","ok_bottle","2025-10-27T15:27:57.083615Z",534,"/data/upload/2/9ab23ee5-frame_0096.jpg",3.932,"2025-10-27T15:27:57.083615Z"
287,"1","ok_bottle","2025-10-27T15:28:04.037326Z",535,"/data/upload/2/6645408f-frame_0097.jpg",3.538,"2025-10-27T15:28:04.037326Z"
288,"1","dirty_bottle","2025-10-27T15:28:17.468672Z",538,"/data/upload/2/a455923a-frame_0100.jpg",13.832,"2025-10-27T15:28:32.528954Z"
289,"1","dirty_bottle","2025-10-27T15:28:39.118034Z",539,"/data/upload/2/48472892-frame_0101.jpg",4.605,"2025-10-27T15:28:39.118034Z"
290,"1","dirty_bottle","2025-10-27T15:28:47.748836Z",540,"/data/upload/2/9fbfaef9-frame_0102.jpg",5.384,"2025-10-27T15:28:47.748836Z"
291,"1","damaged_bottle","2025-10-27T15:28:58.820381Z",542,"/data/upload/2/78a9a4ef-frame_0104.jpg",5.84,"2025-10-27T15:28:58.820381Z"
292,"1","damaged_bottle","2025-10-27T15:29:08.199150Z",543,"/data/upload/2/0f81f60d-frame_0105.jpg",6.304,"2025-10-27T15:29:08.199150Z"
293,"1","ok_bottle","2025-10-27T15:29:19.555939Z",545,"/data/upload/2/ba8f9183-frame_0107.jpg",4.472,"2025-10-27T15:29:19.555939Z"
294,"1","ok_bottle","2025-10-27T15:29:27.167101Z",546,"/data/upload/2/95bf4c49-frame_0108.jpg",4.611,"2025-10-27T15:29:27.167101Z"
295,"1","ok_bottle","2025-10-27T15:29:44.218546Z",547,"/data/upload/2/8d658196-frame_0109.jpg",3.614,"2025-10-27T15:29:44.218546Z"
296,"1","ok_bottle","2025-10-27T15:29:53.130816Z",549,"/data/upload/2/109f0cba-frame_0111.jpg",4.323,"2025-10-27T15:29:53.130816Z"
297,"1","ok_bottle","2025-10-27T15:29:59.173006Z",550,"/data/upload/2/0af8f5ba-frame_0112.jpg",3.264,"2025-10-27T15:29:59.173006Z"
298,"1","ok_bottle","2025-10-27T15:30:40.708926Z",552,"/data/upload/2/05d3c50c-frame_0114.jpg",8.292,"2025-10-27T15:30:40.708926Z"
299,"1","ok_bottle","2025-10-27T15:30:49.315186Z",553,"/data/upload/2/b299c130-frame_0115.jpg",5.438,"2025-10-27T15:30:49.315730Z"
300,"1","ok_bottle","2025-10-27T15:31:03.379123Z",555,"/data/upload/2/8f859e2e-frame_0117.jpg",8.231,"2025-10-27T15:31:03.379123Z"
301,"1","oldmark_bottle","2025-10-27T15:31:21.043269Z",558,"/data/upload/2/45195a26-frame_0120.jpg",8.613,"2025-10-27T15:31:21.043269Z"
302,"1","oldmark_bottle","2025-10-27T15:31:26.630422Z",559,"/data/upload/2/480d0c52-frame_0121.jpg",3.582,"2025-10-27T15:31:26.630422Z"
303,"1","ok_bottle","2025-10-27T15:31:36.572450Z",560,"/data/upload/2/2774e5bf-frame_0122.jpg",6.423,"2025-10-27T15:31:36.572450Z"
304,"1","ok_bottle","2025-10-27T15:31:42.356263Z",561,"/data/upload/2/c0fa37dc-frame_0123.jpg",3.29,"2025-10-27T15:31:42.356263Z"
305,"1","ok_bottle","2025-10-27T15:32:01.938020Z",563,"/data/upload/2/4e75b721-frame_0125.jpg",6.753,"2025-10-27T15:32:01.938020Z"
306,"1","ok_bottle","2025-10-27T15:32:08.469472Z",564,"/data/upload/2/c2f7888f-frame_0126.jpg",4.439,"2025-10-27T15:32:08.469472Z"
308,"1","damaged_bottle","2025-10-27T15:32:32.925004Z",566,"/data/upload/2/715f9ec3-frame_0128.jpg",4.901,"2025-10-27T15:32:32.925004Z"
307,"1","damaged_bottle","2025-10-27T15:32:22.924354Z",567,"/data/upload/2/76ad5937-frame_0129.jpg",7.243,"2025-10-27T15:32:22.924354Z"
309,"1","damaged_bottle","2025-10-27T15:32:40.871116Z",568,"/data/upload/2/53cb5223-frame_0130.jpg",5.375,"2025-10-27T15:32:40.871116Z"
310,"1","ok_bottle","2025-10-27T15:32:53.905982Z",569,"/data/upload/2/299ae8d6-frame_0131.jpg",5.084,"2025-10-27T15:32:53.905982Z"
311,"1","ok_bottle","2025-10-27T15:33:10.917784Z",570,"/data/upload/2/83cd8635-frame_0132.jpg",10.776,"2025-10-27T15:33:10.917784Z"
312,"1","dirty_bottle","2025-10-27T15:33:19.991425Z",572,"/data/upload/2/74c133e7-frame_0134.jpg",5.645,"2025-10-27T15:33:19.991425Z"
313,"1","dirty_bottle","2025-10-27T15:33:26.099954Z",573,"/data/upload/2/bc32be21-frame_0135.jpg",3.886,"2025-10-27T15:33:26.099954Z"
314,"1","dirty_bottle","2025-10-27T15:33:34.253508Z",574,"/data/upload/2/9dc4aae1-frame_0136.jpg",5.973,"2025-10-27T15:33:34.253508Z"
315,"1","ok_bottle","2025-10-27T15:33:41.804854Z",575,"/data/upload/2/a586b449-frame_0137.jpg",4.97,"2025-10-27T15:33:41.804854Z"
316,"1","ok_bottle","2025-10-27T15:33:47.466671Z",576,"/data/upload/2/19a11ede-frame_0138.jpg",3.587,"2025-10-27T15:33:47.466671Z"
317,"1","damaged_bottle","2025-10-27T15:34:00.027517Z",579,"/data/upload/2/83b5f71d-frame_0141.jpg",5.333,"2025-10-27T15:34:00.027517Z"
318,"1","damaged_bottle","2025-10-27T15:34:07.160595Z",580,"/data/upload/2/ebefa745-frame_0142.jpg",3.526,"2025-10-27T15:34:07.160595Z"
319,"1","ok_bottle","2025-10-27T15:34:21.572032Z",584,"/data/upload/2/d67fcfcf-frame_0146.jpg",3.985,"2025-10-27T15:34:21.573083Z"
320,"1","ok_bottle","2025-10-27T15:35:46.051032Z",585,"/data/upload/2/a73883b2-frame_0147.jpg",81.53,"2025-10-27T15:35:46.051032Z"
321,"1","oldmark_bottle","2025-10-27T15:36:05.583981Z",588,"/data/upload/2/7dcf1005-frame_0150.jpg",9.94,"2025-10-27T15:36:05.583981Z"
322,"1","oldmark_bottle","2025-10-27T15:36:12.137816Z",589,"/data/upload/2/0911ca9e-frame_0151.jpg",3.905,"2025-10-27T15:36:12.137816Z"
323,"1","oldmark_bottle","2025-10-27T15:36:18.650472Z",590,"/data/upload/2/3133288b-frame_0152.jpg",4.128,"2025-10-27T15:36:18.650472Z"
324,"1","dirty_bottle","2025-10-27T15:36:31.735788Z",593,"/data/upload/2/2616aca4-frame_0155.jpg",7.427,"2025-10-27T15:36:31.735788Z"
325,"1","dirty_bottle","2025-10-27T15:36:43.181475Z",594,"/data/upload/2/f45eec0b-frame_0156.jpg",3.825,"2025-10-27T15:36:43.181475Z"
326,"1","ok_bottle","2025-10-27T15:36:50.889200Z",596,"/data/upload/2/99f35bee-frame_0158.jpg",4.366,"2025-10-27T15:36:50.889200Z"
327,"1","ok_bottle","2025-10-27T15:36:57.634147Z",597,"/data/upload/2/fbe822e3-frame_0159.jpg",4.507,"2025-10-27T15:36:57.634147Z"
328,"1","oldmark_bottle","2025-10-27T15:38:09.845996Z",600,"/data/upload/2/67a2998a-frame_0162.jpg",5.878,"2025-10-27T15:38:09.845996Z"
329,"1","oldmark_bottle","2025-10-27T15:38:15.565024Z",601,"/data/upload/2/90b3245e-frame_0163.jpg",3.394,"2025-10-27T15:38:15.565024Z"
330,"1","ok_bottle","2025-10-27T15:38:36.516818Z",609,"/data/upload/2/5fc734d5-frame_0171.jpg",4.177,"2025-10-27T15:38:36.516818Z"
331,"1","ok_bottle","2025-10-27T15:38:44.513429Z",610,"/data/upload/2/69a8ef7b-frame_0172.jpg",4.399,"2025-10-27T15:38:44.513429Z"
332,"1","ok_bottle","2025-10-27T15:39:01.537937Z",613,"/data/upload/2/deb475ae-frame_0175.jpg",8.35,"2025-10-27T15:39:01.537937Z"
333,"1","ok_bottle","2025-10-27T15:39:08.532357Z",614,"/data/upload/2/f97457f8-frame_0176.jpg",4.086,"2025-10-27T15:39:08.532357Z"
334,"1","ok_bottle","2025-10-27T15:39:17.494800Z",616,"/data/upload/2/e0b07e17-frame_0178.jpg",3.957,"2025-10-27T15:39:17.494800Z"
335,"1","ok_bottle","2025-10-27T15:39:23.657106Z",617,"/data/upload/2/6ebb6832-frame_0179.jpg",3.865,"2025-10-27T15:39:23.657106Z"
336,"1","ok_bottle","2025-10-27T15:39:31.535983Z",619,"/data/upload/2/036fac19-frame_0181.jpg",3.812,"2025-10-27T15:39:31.535983Z"
337,"1","ok_bottle","2025-10-27T15:39:39.134072Z",620,"/data/upload/2/95c563be-frame_0182.jpg",3.766,"2025-10-27T15:39:39.134072Z"
338,"1","ok_bottle","2025-10-27T15:39:47.617585Z",621,"/data/upload/2/22c80254-frame_0183.jpg",6.061,"2025-10-27T15:39:47.617585Z"
339,"1","ok_bottle","2025-10-27T15:39:57.309096Z",623,"/data/upload/2/26d4f432-frame_0185.jpg",3.897,"2025-10-27T15:39:57.309096Z"
340,"1","ok_bottle","2025-10-27T15:40:04.401333Z",624,"/data/upload/2/4fb3f9cb-frame_0186.jpg",4.452,"2025-10-27T15:40:04.401333Z"
341,"1","oldmark_bottle","2025-10-27T15:40:16.612224Z",626,"/data/upload/2/09391853-frame_0188.jpg",4.936,"2025-10-27T15:40:16.612224Z"
342,"1","oldmark_bottle","2025-10-27T15:40:24.657159Z",627,"/data/upload/2/f83f12c5-frame_0189.jpg",4.803,"2025-10-27T15:40:24.657159Z"
343,"1","oldmark_bottle","2025-10-27T15:40:38.578772Z",630,"/data/upload/2/dd908ab9-frame_0192.jpg",5.622,"2025-10-27T15:40:38.578772Z"
